Round 1,Men's Pennant C - 2023,16/04/2023,Southern United Hockey Club,MBN,15:30,Southern United Hockey Club,Greensborough Hockey Club,
Round 1,Men's Pennant A - 2023,16/04/2023,Southern United Hockey Club,MBN,17:00,Southern United Hockey Club,KBH Brumbies Hockey Club,
Round 2,GAME Clothing Women's Premier League Reserves - 2023,22/04/2023,Albert Park,APK,12:30,Powerhouse & St Kilda Hockey Club,Hawthorn Hockey Club,
Round 2,GAME Clothing Women's Premier League - 2023,22/04/2023,Albert Park,APK,14:00,Powerhouse & St Kilda Hockey Club,Hawthorn Hockey Club,
Round 2,Men's Vic League 2 - 2023,22/04/2023,Albert Park,APK,15:30,Powerhouse & St Kilda Hockey Club,Melbourne High School Old Boys Hockey Club,
Round 2,Men's Vic League 2 Reserves - 2023,22/04/2023,Albert Park,APK,17:00,Powerhouse & St Kilda Hockey Club,Melbourne High School Old Boys Hockey Club,
Round 2,GAME Clothing Men's Premier League Reserves - 2023,22/04/2023,Altona Hockey Club,ALT,12:30,Altona Hockey Club,Southern United Hockey Club,
Round 2,GAME Clothing Men's Premier League - 2023,22/04/2023,Altona Hockey Club,ALT,14:00,Altona Hockey Club,Southern United Hockey Club,
Round 2,GAME Clothing Women's Premier League - 2023,22/04/2023,Altona Hockey Club,ALT,15:30,Altona Hockey Club,Southern United Hockey Club,
Round 2,GAME Clothing Women's Premier League Reserves - 2023,22/04/2023,Altona Hockey Club,ALT,17:00,Altona Hockey Club,Southern United Hockey Club,
Round 2,Women's Vic League 1 - 2023,22/04/2023,Bendigo Hockey Centre,BEN,14:00,North West Lightning,WestVic Hockey,
Round 2,Men's Vic League 1 - 2023,22/04/2023,Bendigo Hockey Centre,BEN,15:30,North West Lightning,Old Xaverians Hockey Club,
Round 2,Men's Vic League 1 Reserves - 2023,22/04/2023,Bendigo Hockey Centre,BEN,17:00,North West Lightning,Old Xaverians Hockey Club,
Round 2,Women's Vic League 1 Reserves - 2023,22/04/2023,Berwick,BER,12:30,Casey Hockey Club,PEGS Hockey Club,
Round 2,Women's Vic League 1 - 2023,22/04/2023,Berwick,BER,14:00,Casey Hockey Club,PEGS Hockey Club,
Round 2,Men's Vic League 1 - 2023,22/04/2023,Berwick,BER,15:30,Casey Hockey Club,PEGS Hockey Club,
Round 2,Men's Vic League 1 Reserves - 2023,22/04/2023,Berwick,BER,17:00,Casey Hockey Club,PEGS Hockey Club,
Round 2,Men's Pennant D South East - 2023,22/04/2023,Brighton Secondary College,BTN,12:30,Bayside Cougars Hockey Club,Southern United Hockey Club,
Round 2,Men's Vic League 3 - 2023,22/04/2023,Brighton Secondary College,BTN,14:00,Bayside Cougars Hockey Club,Latrobe Valley Hockey Association,
Round 2,Women's Vic League 1 Reserves - 2023,22/04/2023,Brunswick Secondary College,BRU,12:30,Brunswick Hockey Club,Knox Hockey Club,
Round 2,Women's Vic League 1 - 2023,22/04/2023,Brunswick Secondary College,BRU,14:00,Brunswick Hockey Club,Knox Hockey Club,
Round 2,Women's Pennant E North West - 2023,22/04/2023,Brunswick Secondary College,BRU,15:30,Brunswick Hockey Club,Melbourne University Hockey Club,
Round 2,Women's Metro 1 North West - 2023,22/04/2023,Brunswick Secondary College,BRU,17:00,Brunswick Hockey Club,Essendon Hockey,
Round 2,Women's Pennant B - 2023,22/04/2023,Camberwell Hockey Club,CAM,12:30,Camberwell Hockey Club,Footscray Hockey Club,
Round 2,Women's Pennant A - 2023,22/04/2023,Camberwell Hockey Club,CAM,14:00,Camberwell Hockey Club,Footscray Hockey Club,
Round 2,Men's Pennant A - 2023,22/04/2023,Camberwell Hockey Club,CAM,15:30,Camberwell Hockey Club,Footscray Hockey Club,
Round 2,Men's Pennant B - 2023,22/04/2023,Camberwell Hockey Club,CAM,17:00,Camberwell Hockey Club,Footscray Hockey Club,
