Round 1,Women's Pennant B - 2023,15/04/2023,Hawthorn Malvern Hockey Centre,H-1,15:30,Toorak East Malvern Hockey Club,Camberwell Hockey Club,1,3,Away Win,15,14
Round 1,Women's Pennant C - 2023,15/04/2023,Hawthorn Malvern Hockey Centre,H-2,14:00,Toorak East Malvern Hockey Club,Powerhouse & St Kilda Hockey Club,0,2,Away Win,15,13
Round 1,Women's Pennant E South East - 2023,15/04/2023,Hawthorn Malvern Hockey Centre,H-2,15:30,Toorak East Malvern Hockey Club,Croydon Ranges Hockey Club,0,2,Away Win,14,15
Round 1,Men's Metro 2 North West - 2023,15/04/2023,RMIT Bundoora,BUN,14:30,Melbourne Sikhs United Hockey Club,RMIT Hockey Club,14,1,Home Win,13,11
Round 1,Men's Vic League 2 - 2023,15/04/2023,Hume Hockey Centre,HUM,14:00,Craigieburn Falcons Hockey Club,La Trobe University Hockey Club,4,0,Home Win,16,14
Round 1,Men's Vic League 2 Reserves - 2023,15/04/2023,Hume Hockey Centre,HUM,12:30,Craigieburn Falcons Hockey Club,La Trobe University Hockey Club,3,0,Home Win,14,11
Round 1,Women's Pennant E North West - 2023,16/04/2023,Hume Hockey Centre,HUM,14:00,Hume Hockey Club,RMIT Hockey Club,3,0,Home Win,14,13
Round 1,Men's Metro 2 Central - 2023,16/04/2023,Elwood,ELW,12:30,Maccabi Hockey Club,Old Melburnians Hockey Club,9,0,Home Win,12,7
Round 1,Men's Metro 2 South - 2023,16/04/2023,Elwood,ELW,15:30,Glen Eira Hockey Club,Frankston Hockey Club 2,1,1,Draw,12,13
Round 1,Women's Metro 1 South - 2023,16/04/2023,Elwood,ELW,14:00,Maccabi Hockey Club,Glen Eira Hockey Club,0,4,Away Win,10,12
